feature,mutual_info,mi_normalized
feature_2,0.2326341948610331,1.0
feature_1,0.1286322102872699,0.5529376726586129
feature_3,0.047274577153458175,0.2032142230066316
feature_8,0.04292934385429081,0.18453582836321714
feature_6,0.016268657783476748,0.06993235793729735
feature_4,0.0,0.0
feature_5,0.0,0.0
feature_7,0.0,0.0
